ra,dec,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,source_id
272.5223212387514,-28.446417417381447,20.135859,166.34246803745157,11.181057716396891,10,4050771505865062272
87.5040723764841,-36.198172954387125,14.424859,32018.631723381757,1294.6405270154603,10,2887298091225349888
4.351981378232015,8.876613485937755,12.400938,206524.3391533501,63901.3039475309,11,2752315446728243456
275.9443713259229,-30.248076194751174,20.631142,105.41191785879846,9.269441066916118,11,4047963353260433792
224.1993053755786,70.83264210958679,12.880464,132788.63929035282,6744.102910777086,11,1695366498179204608
282.49539411926247,-6.955179286505648,20.541533,114.48098523640463,6.1914649027043955,11,4252401700505643776
267.8345449581667,-23.684111438142363,20.303905,142.48991468831952,9.021910225875486,12,4068600018184373504
270.5278386863759,-33.23769116757389,20.197662,157.13798923118242,3.1387132591502507,12,4042844331952730880
110.30439136387763,3.3041770082253987,19.974764,192.94824851285236,24.588097458111452,12,3139171156899275904
349.30926520777956,-58.26483291601474,21.154263,65.10906400080651,6.359810671465029,12,6492406262671227648
269.0882765559156,-32.038190181281614,19.879585,210.62604106681263,10.380576907725192,12,4043579699256422272
322.4899302765377,32.810416172840995,17.259218,2353.2014691612994,127.42521936133299,12,1854019429006404864
271.95846382617947,-25.234999010093052,20.538488,114.80246139907577,9.805534354091742,12,4065675385986843904
273.45298127916186,-25.491045082020996,20.298717,143.17232579167782,12.316921204612415,12,4064775916772402176
275.7973986600784,-23.67489299449876,20.459034,123.5186788149135,6.541018727708454,12,4089384876779985664
284.21755940602094,-6.032955627099884,21.119192,67.24647843753644,2.251417851466003,13,4253880474955413504
272.08316251795094,-25.48055652895914,19.938934,199.4218900801525,17.305624653634894,13,4064914111639537152
268.37896382155105,-21.61773772737253,20.28145,145.46766448144785,12.667710863329107,13,4070576081100792192
273.1561575536626,-25.10899393637225,20.80762,89.5981021044158,6.6721109903456,13,4064989046063972480
264.3178188282254,-35.58823266850894,21.010098,74.35449882398107,6.0067812691695375,13,4053241077681608064
280.25896728100247,-13.321374244093077,20.936722,79.55323317921537,7.325608723461961,13,4105390295750447488
276.17179667183507,-30.19436347247543,19.592802,274.29957007342176,18.383588706500813,13,4047917929681115392
277.1594760081332,-27.252048812950115,20.426128,127.31940288867915,9.119045003764324,13,4051784980734259840
243.640014021502,-53.60414437268481,21.293352,57.2802929224128,3.77547898188811,13,5932984229804367232
275.8041194316219,-24.754301689625425,19.704044,247.58753364141702,30.883331824592297,13,4077253105984704000
274.0517287228447,-18.98821185056734,20.728376,96.38201922208306,1.7317192450007843,13,4094836392860158592
277.9624997275131,-30.869174640536233,20.650787,103.52162781043225,7.889228465135873,13,4046982554443636992
275.98883469519143,-27.48613561536983,20.002777,188.03350911536506,26.036752251921754,13,4051904518279009664
